conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
n9fP_Evc_oJ7;25;;;;;;;;;;1,16;1,10;0,68;1,16;1,01;1,04;5;;;;;
n9fP_Evc_oJ7;26;;;;;;;;;;1,22;1,16;0,62;0,18;0,97;1,04;0;;;;;
n9fP_Evc_oJ7;27;;;;;;;;;;1,11;1,07;0,73;1,01;1,03;1,04;2;;;;;
n9fP_Evc_oJ7;28;;;;;;;;;;1,09;1,09;0,08;1,30;1,01;1,04;0;;;;;
n9fP_Evc_oJ7;29;;;;;;;;;;1,07;1,10;;;;;0;;;;;
n9fP_Evc_oJ7;30;;;;;;;;;;1,20;1,15;0,00;;0,81;1,04;0;;;;;
n9fP_Evc_oJ7;31;;;;;;;;;;1,22;1,25;0,00;;0,94;1,04;0;;;;;
n9fP_Evc_oJ7;32;;;;;;;;;;1,09;1,07;0,31;1,32;0,99;1,04;0;;;;;
n9fP_Evc_oJ7;33;;;;;;;;;;1,12;1,10;0,11;2,00;1,02;1,04;0;;;;;
n9fP_Evc_oJ7;34;;;;;;;;;;1,10;1,07;0,67;0,96;1,00;1,04;2;;;;;
n9fP_Evc_oJ7;35;;;;;;;;;;1,13;1,12;0,22;1,35;1,05;1,04;0;;;;;
n9fP_Evc_oJ7;36;;;;;;;;;;1,15;1,09;0,90;1,11;0,99;1,04;5;;;;;
n9fP_Evc_oJ7;37;;;;;;;;;;1,15;1,10;0,20;0,95;0,97;1,04;0;;;;;
n9fP_Evc_oJ7;38;;;;;;;;;;1,04;1,03;0,24;2,00;1,10;1,04;0;;;;;
n9fP_Evc_oJ7;39;;;;;;;;;;1,06;1,08;0,00;;1,02;1,04;0;;;;;
n9fP_Evc_oJ7;40;;;;;;;;;;1,11;1,12;0,00;;1,24;1,04;0;;;;;
n9fP_Evc_oJ7;41;;;;;;;;;;1,15;1,11;0,72;1,13;1,01;1,04;1;;;;;
n9fP_Evc_oJ7;42;;;;;;;;;;1,11;1,08;1,02;1,13;1,02;1,04;1;;;;;
n9fP_Evc_oJ7;43;;;;;;;;;;1,15;1,20;0,01;0,00;0,96;1,04;0;;;;;
n9fP_Evc_oJ7;44;;;;;;;;;;1,10;1,09;0,12;2,00;1,02;1,04;0;;;;;
n9fP_Evc_oJ7;45;;;;;;;;;;1,05;1,05;0,04;2,00;1,07;1,04;0;;;;;
n9fP_Evc_oJ7;46;;;;;;;;;;1,05;1,06;0,19;0,00;1,20;1,04;0;;;;;
n9fP_Evc_oJ7;47;;;;;;;;;;1,32;1,34;;;;;0;;;;;
n9fP_Evc_oJ7;48;;;;;;;;;;1,11;1,05;0,81;0,74;1,09;1,04;1;;;;;
n9fP_Evc_oJ7;49;;;;;;;;;;1,07;1,10;0,31;0,00;1,03;1,04;0;;;;;
n9fP_Evc_oJ7;50;;;;;;;;;;1,22;1,19;0,00;;1,00;1,04;0;;;;;
n9fP_Evc_oJ7;51;;;;;;;;;;1,29;1,28;0,00;;1,30;1,04;0;;;;;
n9fP_Evc_oJ7;52;;;;;;;;;;1,16;1,14;0,46;1,55;1,05;1,04;0;;;;;
n9fP_Evc_oJ7;53;;;;;;;;;;1,19;1,19;0,00;;0,00;;0;;;;;
n9fP_Evc_oJ7;54;;;;;;;;;;1,03;1,12;0,00;;1,09;1,04;0;;;;;
n9fP_Evc_oJ7;55;;;;;;;;;;1,10;1,06;0,84;1,11;1,08;1,04;1;;;;;
n9fP_Evc_oJ7;56;;;;;;;;;;1,18;1,17;0,33;1,04;1,04;1,04;0;;;;;
n9fP_Evc_oJ7;57;;;;;;;;;;1,08;1,17;0,00;;1,00;1,04;0;;;;;
n9fP_Evc_oJ7;58;;;;;;;;;;0,98;0,99;0,00;;1,20;1,04;0;;;;;
n9fP_Evc_oJ7;59;;;;;;;;;;1,13;1,08;;;;;0;;;;;
n9fP_Evc_oJ7;60;;;;;;;;;;1,09;1,10;0,15;2,00;1,04;1,04;0;;;;;
nbdN_Gmi_gyZ;0;1;1;5726;23;77;3;3;3;3;1,02;1,03;1,14;1,16;1,02;0,98;;;;;;
nbdN_Gmi_gyZ;1;;;;;;;;;;1,04;1,04;1,24;1,29;1,01;0,98;1;;;;;
nbdN_Gmi_gyZ;2;;;;;;;;;;1,02;1,02;1,21;1,22;1,01;0,98;0;;;;;
nbdN_Gmi_gyZ;3;;;;;;;;;;0,99;1,00;0,53;1,12;1,04;0,98;0;;;;;
nbdN_Gmi_gyZ;4;;;;;;;;;;1,07;1,07;0,00;;1,05;0,98;0;;;;;
nbdN_Gmi_gyZ;5;;;;;;;;;;1,03;1,05;0,47;1,22;0,96;0,98;0;;;;;
nbdN_Gmi_gyZ;6;;;;;;;;;;1,04;1,05;0,98;1,38;1,02;0,98;2;;;;;
nbdN_Gmi_gyZ;7;;;;;;;;;;1,03;1,03;0,49;1,85;1,13;0,98;0;;;;;
nbdN_Gmi_gyZ;8;;;;;;;;;;1,05;1,05;0,61;1,27;1,07;0,98;0;;;;;
nbdN_Gmi_gyZ;9;;;;;;;;;;1,04;1,04;0,95;1,83;1,09;0,98;0;;;;;
nbdN_Gmi_gyZ;10;;;;;;;;;;1,01;1,02;0,01;1,67;0,94;0,98;0;;;;;
nbdN_Gmi_gyZ;11;;;;;;;;;;1,04;1,05;0,45;0,43;1,00;0,98;0;;;;;
nbdN_Gmi_gyZ;12;;;;;;;;;;1,02;1,02;0,69;1,19;0,97;0,98;0;;;;;
nbdN_Gmi_gyZ;13;;;;;;;;;;1,03;1,04;0,97;1,10;1,02;0,98;1;;;;;
nbdN_Gmi_gyZ;14;;;;;;;;;;1,04;1,03;0,91;0,97;1,03;0,98;3;15;13;;;
nbdN_Gmi_gyZ;15;;;;;;;;;;1,03;1,04;1,09;1,09;1,02;0,98;5;;;;;
nbdN_Gmi_gyZ;16;;;;;;;;;;1,00;1,00;0,64;1,71;1,09;0,98;0;;;;;
nbdN_Gmi_gyZ;17;;;;;;;;;;1,05;1,05;0,76;0,70;1,08;0,98;0;;;;;
nbdN_Gmi_gyZ;18;;;;;;;;;;1,04;1,04;0,83;1,02;1,12;0,98;0;;;;;
nbdN_Gmi_gyZ;19;;;;;;;;;;1,03;1,03;1,08;1,05;0,99;0,98;2;;;;;
nbdN_Gmi_gyZ;20;;;;;;;;;;1,03;1,05;0,30;1,76;0,92;0,98;0;;;;;
nbdN_Gmi_gyZ;21;;;;;;;;;;1,02;1,04;0,76;0,74;1,05;0,98;0;;;;;
nbdN_Gmi_gyZ;22;;;;;;;;;;1,03;1,03;0,90;1,27;0,97;0,98;0;;;;;
nbdN_Gmi_gyZ;23;;;;;;;;;;1,03;1,03;1,07;1,10;1,03;0,98;4;;;;;
nbdN_Gmi_gyZ;24;;;;;;;;;;1,03;1,02;0,89;0,83;1,05;0,98;0;;;;;
nbdN_Gmi_gyZ;25;;;;;;;;;;1,04;1,04;0,88;0,62;0,92;0,98;0;;;;;
nbdN_Gmi_gyZ;26;;;;;;;;;;1,02;1,02;0,17;0,81;1,15;0,98;0;;;;;
nbdN_Gmi_gyZ;27;;;;;;;;;;1,03;1,03;0,69;1,50;1,05;0,98;3;15;13;;;
nbdN_Gmi_gyZ;28;;;;;;;;;;1,01;1,01;0,50;0,85;1,03;0,98;0;;;;;
nbdN_Gmi_gyZ;29;;;;;;;;;;1,03;1,04;0,01;2,00;1,13;0,98;0;;;;;
nbdN_Gmi_gyZ;30;;;;;;;;;;1,07;1,10;0,00;;0,86;0,98;0;;;;;
nbdN_Gmi_gyZ;31;;;;;;;;;;1,02;1,07;0,00;;1,44;0,98;0;;;;;
nbdN_Gmi_gyZ;32;;;;;;;;;;1,01;1,01;0,27;0,46;1,13;0,98;0;;;;;
nbdN_Gmi_gyZ;33;;;;;;;;;;1,02;1,03;0,20;1,08;0,89;0,98;0;;;;;
nbdN_Gmi_gyZ;34;;;;;;;;;;1,04;1,03;1,01;1,05;0,98;0,98;0;;;;;
nbdN_Gmi_gyZ;35;;;;;;;;;;1,05;1,05;0,02;2,00;1,15;0,98;0;;;;;
nbdN_Gmi_gyZ;36;;;;;;;;;;1,02;1,02;0,62;1,44;1,04;0,98;0;;;;;
nbdN_Gmi_gyZ;37;;;;;;;;;;1,02;1,00;0,77;0,70;1,00;0,98;0;;;;;
nbdN_Gmi_gyZ;38;;;;;;;;;;1,03;1,03;0,15;0,94;0,99;0,98;0;;;;;
nbdN_Gmi_gyZ;39;;;;;;;;;;1,04;1,05;0,13;1,64;1,41;0,98;0;;;;;
nbdN_Gmi_gyZ;40;;;;;;;;;;1,05;1,08;0,00;;1,48;0,98;0;;;;;
nbdN_Gmi_gyZ;41;;;;;;;;;;1,02;1,03;0,44;2,00;1,03;0,98;0;;;;;
nbdN_Gmi_gyZ;42;;;;;;;;;;1,02;1,02;0,20;2,00;1,08;0,98;0;;;;;
nbdN_Gmi_gyZ;43;;;;;;;;;;1,02;1,02;0,00;;1,07;0,98;0;;;;;
nbdN_Gmi_gyZ;44;;;;;;;;;;1,05;1,05;0,38;0,63;1,04;0,98;0;;;;;
nbdN_Gmi_gyZ;45;;;;;;;;;;0,99;1,00;0,00;;1,22;0,98;0;;;;;
nbdN_Gmi_gyZ;46;;;;;;;;;;1,03;1,04;0,12;1,06;1,46;0,98;0;;;;;
nbdN_Gmi_gyZ;47;;;;;;;;;;1,17;1,18;;;;;0;;;;;
nbdN_Gmi_gyZ;48;;;;;;;;;;1,04;1,03;0,94;1,18;1,02;0,98;0;;;;;
nbdN_Gmi_gyZ;49;;;;;;;;;;1,05;1,07;0,33;1,39;1,03;0,98;0;;;;;
nbdN_Gmi_gyZ;50;;;;;;;;;;1,09;1,10;0,27;0,81;1,06;0,98;0;;;;;
nbdN_Gmi_gyZ;51;;;;;;;;;;1,11;1,12;0,00;;1,07;0,98;0;;;;;
nbdN_Gmi_gyZ;52;;;;;;;;;;1,03;1,03;0,57;1,07;2,00;0,98;4;;;;;
nbdN_Gmi_gyZ;53;;;;;;;;;;1,06;1,08;;;;;0;;;;;
nbdN_Gmi_gyZ;54;;;;;;;;;;1,03;1,05;;;;;0;;;;;
nbdN_Gmi_gyZ;55;;;;;;;;;;1,03;1,01;0,65;1,71;0,99;0,98;0;;;;;
nbdN_Gmi_gyZ;56;;;;;;;;;;1,06;1,07;0,00;;1,08;0,98;0;;;;;
nbdN_Gmi_gyZ;57;;;;;;;;;;1,11;1,14;;;;;0;;;;;
nbdN_Gmi_gyZ;58;;;;;;;;;;0,97;0,99;;;;;0;;;;;
nbdN_Gmi_gyZ;59;;;;;;;;;;1,01;1,02;0,03;2,00;0,94;0,98;0;;;;;
nbdN_Gmi_gyZ;60;;;;;;;;;;1,02;1,02;0,63;0,59;1,00;0,98;0;;;;;
nF3a_Y5a_3KB;0;2;2;10615;13;87;;3;3;3;1,04;1,04;1,19;1,18;1,10;1,17;;;;;;
nF3a_Y5a_3KB;1;;;;;;;;;;1,06;1,06;1,08;1,20;1,10;1,17;5;;;;;
nF3a_Y5a_3KB;2;;;;;;;;;;1,02;1,02;0,84;1,16;1,06;1,17;5;;;;;
nF3a_Y5a_3KB;3;;;;;;;;;;1,01;1,01;0,90;0,74;1,13;1,17;3;2;8;;;
nF3a_Y5a_3KB;4;;;;;;;;;;1,12;1,12;0,27;0,83;1,11;1,17;0;;;;;
nF3a_Y5a_3KB;5;;;;;;;;;;1,06;1,06;0,09;2,00;1,07;1,17;0;;;;;
nF3a_Y5a_3KB;6;;;;;;;;;;1,04;1,04;0,67;1,24;1,10;1,17;4;;;;;
nF3a_Y5a_3KB;7;;;;;;;;;;1,03;1,03;0,45;1,90;1,12;1,17;0;;;;;
nF3a_Y5a_3KB;8;;;;;;;;;;1,05;1,05;1,10;0,75;1,15;1,17;1;;;;;
nF3a_Y5a_3KB;9;;;;;;;;;;1,05;1,05;0,89;1,15;1,16;1,17;2;;;;;
nF3a_Y5a_3KB;10;;;;;;;;;;1,02;1,02;0,08;2,00;1,15;1,17;0;;;;;
nF3a_Y5a_3KB;11;;;;;;;;;;1,06;1,07;0,52;0,70;1,12;1,17;0;;;;;
nF3a_Y5a_3KB;12;;;;;;;;;;1,01;1,01;0,13;1,85;1,09;1,17;0;;;;;
nF3a_Y5a_3KB;13;;;;;;;;;;1,04;1,04;1,17;1,07;1,08;1,17;4;;;;;
nF3a_Y5a_3KB;14;;;;;;;;;;1,03;1,02;1,20;1,23;1,13;1,17;1;;;;;
nF3a_Y5a_3KB;15;;;;;;;;;;1,05;1,05;1,09;1,17;1,09;1,17;5;;;;;
nF3a_Y5a_3KB;16;;;;;;;;;;1,01;1,01;0,77;1,39;1,09;1,17;2;;;;;
nF3a_Y5a_3KB;17;;;;;;;;;;1,05;1,05;0,29;1,78;1,09;1,17;0;;;;;
nF3a_Y5a_3KB;18;;;;;;;;;;1,03;1,02;1,17;1,25;1,15;1,17;2;;;;;
nF3a_Y5a_3KB;19;;;;;;;;;;1,04;1,03;1,06;1,17;1,17;1,17;2;;;;;
nF3a_Y5a_3KB;20;;;;;;;;;;1,06;1,07;0,56;1,59;1,08;1,17;1;;;;;
nF3a_Y5a_3KB;21;;;;;;;;;;1,03;1,04;0,08;2,00;1,02;1,17;0;;;;;
nF3a_Y5a_3KB;22;;;;;;;;;;1,03;1,02;0,90;1,21;1,20;1,17;4;;;;;
nF3a_Y5a_3KB;23;;;;;;;;;;1,06;1,05;1,19;1,22;1,08;1,17;4;;;;;
nF3a_Y5a_3KB;24;;;;;;;;;;1,05;1,05;0,68;2,00;1,13;1,17;5;;;;;
nF3a_Y5a_3KB;25;;;;;;;;;;1,04;1,04;1,08;1,07;1,08;1,17;3;24;19;;;
nF3a_Y5a_3KB;26;;;;;;;;;;1,04;1,04;0,50;1,01;1,13;1,17;0;;;;;
nF3a_Y5a_3KB;27;;;;;;;;;;1,03;1,02;0,94;1,32;1,06;1,17;4;;;;;
nF3a_Y5a_3KB;28;;;;;;;;;;1,03;1,03;0,51;0,79;1,13;1,17;0;;;;;
nF3a_Y5a_3KB;29;;;;;;;;;;1,03;1,03;0,04;0,77;1,11;1,17;0;;;;;
nF3a_Y5a_3KB;30;;;;;;;;;;1,06;1,08;0,30;1,20;1,17;1,17;0;;;;;
nF3a_Y5a_3KB;31;;;;;;;;;;1,09;1,11;0,21;0,79;1,24;1,17;0;;;;;
nF3a_Y5a_3KB;32;;;;;;;;;;1,01;1,01;0,92;0,54;1,31;1,17;0;;;;;
nF3a_Y5a_3KB;33;;;;;;;;;;1,02;1,02;0,41;1,41;1,24;1,17;0;;;;;
nF3a_Y5a_3KB;34;;;;;;;;;;1,03;1,03;0,75;0,84;1,09;1,17;2;;;;;
nF3a_Y5a_3KB;35;;;;;;;;;;1,07;1,08;0,61;1,09;1,16;1,17;0;;;;;
nF3a_Y5a_3KB;36;;;;;;;;;;1,02;1,02;0,98;1,18;1,06;1,17;3;23;34;;;
nF3a_Y5a_3KB;37;;;;;;;;;;1,00;0,99;0,69;1,41;1,12;1,17;0;;;;;
nF3a_Y5a_3KB;38;;;;;;;;;;1,02;1,02;0,60;0,64;1,17;1,17;0;;;;;
nF3a_Y5a_3KB;39;;;;;;;;;;1,06;1,06;0,29;0,60;1,09;1,17;0;;;;;
nF3a_Y5a_3KB;40;;;;;;;;;;1,02;1,04;0,00;;1,09;1,17;0;;;;;
nF3a_Y5a_3KB;41;;;;;;;;;;1,02;1,03;0,59;1,13;1,21;1,17;1;;;;;
nF3a_Y5a_3KB;42;;;;;;;;;;1,01;1,01;0,68;1,54;1,10;1,17;3;23;41;;;
nF3a_Y5a_3KB;43;;;;;;;;;;1,02;1,02;0,11;2,00;1,11;1,17;0;;;;;
nF3a_Y5a_3KB;44;;;;;;;;;;1,05;1,05;0,83;1,34;1,14;1,17;0;;;;;
nF3a_Y5a_3KB;45;;;;;;;;;;0,98;0,99;0,65;0,37;1,19;1,17;0;;;;;
nF3a_Y5a_3KB;46;;;;;;;;;;1,04;1,04;0,28;2,00;1,15;1,17;0;;;;;
nF3a_Y5a_3KB;47;;;;;;;;;;1,20;1,22;0,00;;1,00;1,17;0;;;;;
nF3a_Y5a_3KB;48;;;;;;;;;;1,04;1,03;0,59;1,82;1,18;1,17;1;;;;;
nF3a_Y5a_3KB;49;;;;;;;;;;1,11;1,12;0,28;1,08;1,27;1,17;0;;;;;
nF3a_Y5a_3KB;50;;;;;;;;;;1,06;1,09;0,28;0,03;1,19;1,17;0;;;;;
nF3a_Y5a_3KB;51;;;;;;;;;;1,07;1,09;0,00;;1,02;1,17;0;;;;;
nF3a_Y5a_3KB;52;;;;;;;;;;1,02;1,01;0,72;1,14;1,16;1,17;0;;;;;
nF3a_Y5a_3KB;53;;;;;;;;;;1,06;1,06;0,05;2,00;1,14;1,17;0;;;;;
nF3a_Y5a_3KB;54;;;;;;;;;;0,99;1,02;0,12;1,67;1,25;1,17;0;;;;;
nF3a_Y5a_3KB;55;;;;;;;;;;1,03;1,02;1,00;1,42;1,09;1,17;3;1;48;;;
nF3a_Y5a_3KB;56;;;;;;;;;;1,10;1,11;0,01;2,00;1,11;1,17;0;;;;;
nF3a_Y5a_3KB;57;;;;;;;;;;1,14;1,17;0,00;;0,87;1,17;0;;;;;
nF3a_Y5a_3KB;58;;;;;;;;;;0,97;0,99;0,21;0,96;1,19;1,17;0;;;;;
nF3a_Y5a_3KB;59;;;;;;;;;;1,00;1,01;0,30;1,14;1,61;1,17;0;;;;;
nF3a_Y5a_3KB;60;;;;;;;;;;1,02;1,02;0,21;1,00;1,12;1,17;0;;;;;
nP7s_KaH_E5d;0;3;3;3632;79;21;4;3;3;3;1,08;1,09;0,68;0,70;1,02;1,03;;;;;;
nP7s_KaH_E5d;1;;;;;;;;;;1,09;1,08;0,65;0,68;1,03;1,04;;;;;;
nP7s_KaH_E5d;2;;;;;;;;;;1,08;1,06;0,39;1,83;1,01;1,01;;;;;;
nP7s_KaH_E5d;3;;;;;;;;;;1,04;1,02;0,53;1,00;1,01;1,01;;;;;;
nP7s_KaH_E5d;4;;;;;;;;;;1,05;1,07;0,18;0,69;;;;;;;;
nP7s_KaH_E5d;5;;;;;;;;;;1,12;1,11;0,32;1,45;1,03;1,04;;;;;;
nP7s_KaH_E5d;6;;;;;;;;;;1,08;1,06;0,79;0,91;1,03;1,04;;;;;;
nP7s_KaH_E5d;7;;;;;;;;;;1,15;1,13;0,18;1,24;1,01;1,01;;;;;;
nP7s_KaH_E5d;8;;;;;;;;;;1,13;1,12;0,61;0,67;1,03;1,04;;;;;;
nP7s_KaH_E5d;9;;;;;;;;;;1,10;1,09;0,49;1,21;1,03;1,03;;;;;;
nP7s_KaH_E5d;10;;;;;;;;;;1,02;1,00;0,42;0,83;;;;;;;;
nP7s_KaH_E5d;11;;;;;;;;;;1,16;1,15;0,42;1,11;1,01;1,01;;;;;;
nP7s_KaH_E5d;12;;;;;;;;;;1,11;1,10;0,18;0,02;0,98;0,98;;;;;;
nP7s_KaH_E5d;13;;;;;;;;;;1,12;1,12;0,61;0,74;1,03;1,04;;;;;;
nP7s_KaH_E5d;14;;;;;;;;;;1,08;1,06;0,52;0,67;1,02;1,01;;;;;;
nP7s_KaH_E5d;15;;;;;;;;;;1,09;1,08;0,80;0,71;1,03;1,03;;;;;;
nP7s_KaH_E5d;16;;;;;;;;;;1,09;1,07;0,52;0,95;1,00;1,00;;;;;;
nP7s_KaH_E5d;17;;;;;;;;;;1,14;1,10;0,16;1,58;1,01;1,01;;;;;;
nP7s_KaH_E5d;18;;;;;;;;;;1,13;1,11;0,70;0,44;1,01;1,01;;;;;;
nP7s_KaH_E5d;19;;;;;;;;;;1,07;1,06;0,61;0,62;1,02;1,03;;;;;;
nP7s_KaH_E5d;20;;;;;;;;;;1,16;1,14;0,15;1,47;1,03;1,03;;;;;;
nP7s_KaH_E5d;21;;;;;;;;;;1,13;1,11;0,21;1,49;1,01;1,01;;;;;;
nP7s_KaH_E5d;22;;;;;;;;;;1,11;1,09;0,47;1,16;1,02;1,02;;;;;;
nP7s_KaH_E5d;23;;;;;;;;;;1,08;1,08;0,64;0,68;1,04;1,04;;;;;;
nP7s_KaH_E5d;24;;;;;;;;;;1,11;1,09;0,57;0,86;1,02;1,02;;;;;;
nP7s_KaH_E5d;25;;;;;;;;;;1,10;1,09;0,58;0,79;1,03;1,03;;;;;;
nP7s_KaH_E5d;26;;;;;;;;;;1,07;1,05;0,00;2,00;1,00;1,00;;;;;;
nP7s_KaH_E5d;27;;;;;;;;;;1,09;1,08;0,65;0,63;1,01;1,01;;;;;;
nP7s_KaH_E5d;28;;;;;;;;;;1,14;1,10;0,02;1,90;0,99;0,98;;;;;;
nP7s_KaH_E5d;29;;;;;;;;;;1,02;1,03;0,00;;0,96;0,95;;;;;;
nP7s_KaH_E5d;30;;;;;;;;;;1,01;0,99;0,00;;1,00;1,00;;;;;;
nP7s_KaH_E5d;31;;;;;;;;;;1,00;1,01;;;;;;;;;;
nP7s_KaH_E5d;32;;;;;;;;;;1,10;1,10;0,45;0,27;1,00;1,00;;;;;;
nP7s_KaH_E5d;33;;;;;;;;;;1,11;1,09;0,43;0,34;0,99;0,99;;;;;;
nP7s_KaH_E5d;34;;;;;;;;;;1,13;1,12;0,43;0,75;1,01;1,01;;;;;;
nP7s_KaH_E5d;35;;;;;;;;;;1,17;1,16;0,00;;1,00;1,00;;;;;;
nP7s_KaH_E5d;36;;;;;;;;;;1,07;1,05;0,66;0,65;1,01;1,01;;;;;;
nP7s_KaH_E5d;37;;;;;;;;;;1,14;1,12;0,24;0,80;0,99;0,99;;;;;;
nP7s_KaH_E5d;38;;;;;;;;;;1,18;1,15;0,04;2,00;1,00;0,99;;;;;;
nP7s_KaH_E5d;39;;;;;;;;;;1,21;1,19;0,00;;0,99;0,99;;;;;;
nP7s_KaH_E5d;40;;;;;;;;;;1,19;1,18;;;;;;;;;;
nP7s_KaH_E5d;41;;;;;;;;;;1,11;1,10;0,52;0,83;1,02;1,02;;;;;;
nP7s_KaH_E5d;42;;;;;;;;;;1,08;1,07;0,55;1,01;1,00;1,00;;;;;;
nP7s_KaH_E5d;43;;;;;;;;;;1,02;1,03;0,00;0,00;;;;;;;;
nP7s_KaH_E5d;44;;;;;;;;;;1,09;1,08;0,07;2,00;1,01;1,00;;;;;;
nP7s_KaH_E5d;45;;;;;;;;;;1,03;1,03;0,00;;0,96;0,96;;;;;;
nP7s_KaH_E5d;46;;;;;;;;;;1,07;1,06;0,00;;0,98;0,97;;;;;;
nP7s_KaH_E5d;47;;;;;;;;;;1,47;1,39;;;0,99;1,00;;;;;;
nP7s_KaH_E5d;48;;;;;;;;;;1,06;1,04;0,49;0,63;1,02;1,03;;;;;;
nP7s_KaH_E5d;49;;;;;;;;;;0,98;1,01;0,00;;0,99;0,99;;;;;;
nP7s_KaH_E5d;50;;;;;;;;;;1,20;1,17;0,00;;0,99;0,98;;;;;;
nP7s_KaH_E5d;51;;;;;;;;;;1,16;1,10;0,00;;;;;;;;;
nP7s_KaH_E5d;52;;;;;;;;;;1,09;1,07;0,13;2,00;1,00;1,00;;;;;;
nP7s_KaH_E5d;53;;;;;;;;;;0,84;0,89;;;;;;;;;;
nP7s_KaH_E5d;54;;;;;;;;;;0,94;0,99;;;;;;;;;;
nP7s_KaH_E5d;55;;;;;;;;;;1,08;1,07;0,70;0,94;0,99;0,99;;;;;;
nP7s_KaH_E5d;56;;;;;;;;;;1,24;1,19;0,00;;;;;;;;;
nP7s_KaH_E5d;57;;;;;;;;;;1,02;1,13;;;;;;;;;;
nP7s_KaH_E5d;58;;;;;;;;;;0,91;0,94;;;;;;;;;;
nP7s_KaH_E5d;59;;;;;;;;;;1,02;0,98;0,78;0,82;0,96;0,95;;;;;;
nP7s_KaH_E5d;60;;;;;;;;;;1,02;0,99;0,00;;0,98;0,97;;;;;;
ntvE_WCR_9bm;0;1;1;6394;43;57;;3;3;3;1,03;1,03;0,83;0,90;0,95;1,07;;;;;;
ntvE_WCR_9bm;1;;;;;;;;;;1,06;1,04;0,83;0,93;0,93;1,07;;;;;;
ntvE_WCR_9bm;2;;;;;;;;;;1,00;1,01;0,72;0,74;0,94;1,07;;;;;;
ntvE_WCR_9bm;3;;;;;;;;;;0,97;0,99;0,15;2,00;0,89;1,07;;;;;;
ntvE_WCR_9bm;4;;;;;;;;;;1,12;1,11;0,13;1,71;0,84;1,07;;;;;;
ntvE_WCR_9bm;5;;;;;;;;;;1,01;1,04;0,19;2,00;0,88;1,07;;;;;;
ntvE_WCR_9bm;6;;;;;;;;;;1,03;1,04;0,77;0,55;0,86;1,07;;;;;;
ntvE_WCR_9bm;7;;;;;;;;;;1,06;1,06;0,07;2,00;0,95;1,07;;;;;;
ntvE_WCR_9bm;8;;;;;;;;;;1,02;1,03;0,49;1,42;0,92;1,07;;;;;;
ntvE_WCR_9bm;9;;;;;;;;;;1,04;1,04;0,54;0,69;0,92;1,07;;;;;;
ntvE_WCR_9bm;10;;;;;;;;;;0,99;1,01;0,27;0,50;0,84;1,07;;;;;;
ntvE_WCR_9bm;11;;;;;;;;;;1,02;1,03;0,08;2,00;0,91;1,07;;;;;;
ntvE_WCR_9bm;12;;;;;;;;;;1,05;1,07;0,07;2,00;0,93;1,07;;;;;;
ntvE_WCR_9bm;13;;;;;;;;;;1,02;1,03;0,49;0,95;0,92;1,07;;;;;;
ntvE_WCR_9bm;14;;;;;;;;;;1,03;1,02;0,66;0,46;0,89;1,07;;;;;;
ntvE_WCR_9bm;15;;;;;;;;;;1,05;1,04;0,92;0,98;0,93;1,07;;;;;;
ntvE_WCR_9bm;16;;;;;;;;;;1,01;1,01;0,63;0,73;0,93;1,07;;;;;;
ntvE_WCR_9bm;17;;;;;;;;;;1,03;1,03;0,42;1,24;0,84;1,07;;;;;;
ntvE_WCR_9bm;18;;;;;;;;;;1,04;1,03;0,76;1,06;0,87;1,07;;;;;;
ntvE_WCR_9bm;19;;;;;;;;;;1,03;1,02;0,76;0,91;0,89;1,07;;;;;;
ntvE_WCR_9bm;20;;;;;;;;;;1,05;1,05;0,42;0,74;0,92;1,07;;;;;;
ntvE_WCR_9bm;21;;;;;;;;;;1,05;1,06;0,59;1,27;0,87;1,07;;;;;;
ntvE_WCR_9bm;22;;;;;;;;;;1,03;1,02;0,54;0,99;0,92;1,07;;;;;;
ntvE_WCR_9bm;23;;;;;;;;;;1,05;1,04;0,87;0,97;1,03;1,07;;;;;;
ntvE_WCR_9bm;24;;;;;;;;;;1,03;1,03;0,66;0,90;0,93;1,07;;;;;;
ntvE_WCR_9bm;25;;;;;;;;;;1,06;1,05;0,61;1,01;0,89;1,07;;;;;;
ntvE_WCR_9bm;26;;;;;;;;;;1,01;1,03;0,06;2,00;1,05;1,07;;;;;;
ntvE_WCR_9bm;27;;;;;;;;;;1,03;1,03;0,70;0,96;0,92;1,07;;;;;;
ntvE_WCR_9bm;28;;;;;;;;;;1,01;1,03;0,30;0,80;0,92;1,07;;;;;;
ntvE_WCR_9bm;29;;;;;;;;;;1,03;1,06;0,21;0,27;0,87;1,07;;;;;;
ntvE_WCR_9bm;30;;;;;;;;;;1,06;1,08;0,06;1,44;0,82;1,07;;;;;;
ntvE_WCR_9bm;31;;;;;;;;;;1,03;1,06;0,00;;1,00;1,07;;;;;;
ntvE_WCR_9bm;32;;;;;;;;;;1,01;1,02;0,14;0,47;1,02;1,07;;;;;;
ntvE_WCR_9bm;33;;;;;;;;;;1,05;1,06;0,40;1,16;0,97;1,07;;;;;;
ntvE_WCR_9bm;34;;;;;;;;;;1,02;1,02;0,64;0,71;0,95;1,07;;;;;;
