conceptidprognosyrke;fa15nr;bedömning23;bedömning26;yrkesverksamma_antal;andel_kvinnor;andel_män;special;tillträde;pension;efterfråga;pil_2022_tilltr;pil_2026_tilltr;pil_2022_pension;pil_2026_pension;pil_2022_efterfråga;pil_2026_efterfråga;index;svårare_fa15nr;lättare_fa15nr;;;
MgRC_h2W_c6j;16;;;;;;;;;;1,02;1,04;0,53;0,83;1,00;1,12;;;;;;
MgRC_h2W_c6j;17;;;;;;;;;;1,05;1,09;0,20;2,00;1,09;1,12;;;;;;
MgRC_h2W_c6j;18;;;;;;;;;;1,06;1,07;1,09;1,34;1,39;1,12;;;;;;
MgRC_h2W_c6j;19;;;;;;;;;;1,02;1,01;0,73;0,98;1,10;1,12;;;;;;
MgRC_h2W_c6j;20;;;;;;;;;;1,11;1,13;0,25;0,60;1,09;1,12;;;;;;
MgRC_h2W_c6j;21;;;;;;;;;;1,09;1,07;0,21;2,00;1,00;1,12;;;;;;
MgRC_h2W_c6j;22;;;;;;;;;;1,08;1,07;0,82;0,67;1,14;1,12;;;;;;
MgRC_h2W_c6j;23;;;;;;;;;;1,04;1,04;1,02;1,19;1,06;1,12;;;;;;
MgRC_h2W_c6j;24;;;;;;;;;;1,04;1,04;0,77;1,47;1,16;1,12;;;;;;
MgRC_h2W_c6j;25;;;;;;;;;;1,07;1,07;0,24;2,00;1,06;1,12;;;;;;
MgRC_h2W_c6j;26;;;;;;;;;;1,09;1,11;0,20;0,98;1,01;1,12;;;;;;
MgRC_h2W_c6j;27;;;;;;;;;;1,01;1,07;0,84;1,19;1,05;1,12;;;;;;
MgRC_h2W_c6j;28;;;;;;;;;;0,99;1,03;0,04;0,97;1,01;1,12;;;;;;
MgRC_h2W_c6j;29;;;;;;;;;;1,11;1,06;0,00;0,00;1,35;1,12;;;;;;
MgRC_h2W_c6j;30;;;;;;;;;;1,01;1,15;;;0,77;1,12;;;;;;
MgRC_h2W_c6j;31;;;;;;;;;;0,95;1,09;;;;;;;;;;
MgRC_h2W_c6j;32;;;;;;;;;;1,04;1,05;0,23;1,45;1,19;1,12;;;;;;
MgRC_h2W_c6j;33;;;;;;;;;;1,08;1,14;0,11;1,20;0,98;1,12;;;;;;
MgRC_h2W_c6j;34;;;;;;;;;;1,09;1,09;0,86;0,70;1,23;1,12;;;;;;
MgRC_h2W_c6j;35;;;;;;;;;;1,08;1,10;0,45;0,70;1,09;1,12;;;;;;
MgRC_h2W_c6j;36;;;;;;;;;;1,04;1,03;0,34;1,46;1,11;1,12;;;;;;
MgRC_h2W_c6j;37;;;;;;;;;;1,01;1,04;0,14;0,04;1,05;1,12;;;;;;
MgRC_h2W_c6j;38;;;;;;;;;;1,04;1,05;0,86;0,29;1,29;1,12;;;;;;
MgRC_h2W_c6j;39;;;;;;;;;;1,09;1,15;0,00;;1,11;1,12;;;;;;
MgRC_h2W_c6j;40;;;;;;;;;;1,08;1,14;0,00;;1,25;1,12;;;;;;
MgRC_h2W_c6j;41;;;;;;;;;;1,06;1,05;0,22;2,00;1,08;1,12;;;;;;
MgRC_h2W_c6j;42;;;;;;;;;;1,06;1,06;0,39;1,67;1,11;1,12;;;;;;
MgRC_h2W_c6j;43;;;;;;;;;;0,98;1,03;;;0,91;1,12;;;;;;
MgRC_h2W_c6j;44;;;;;;;;;;0,98;1,01;0,47;0,13;1,29;1,12;;;;;;
MgRC_h2W_c6j;45;;;;;;;;;;1,07;1,04;0,00;;1,19;1,12;;;;;;
MgRC_h2W_c6j;46;;;;;;;;;;1,12;1,09;0,00;;1,26;1,12;;;;;;
MgRC_h2W_c6j;47;;;;;;;;;;1,10;1,17;;;;;;;;;;
MgRC_h2W_c6j;48;;;;;;;;;;1,01;1,00;0,63;1,28;1,24;1,12;;;;;;
MgRC_h2W_c6j;49;;;;;;;;;;1,07;1,09;;;0,95;1,12;;;;;;
MgRC_h2W_c6j;50;;;;;;;;;;1,04;1,08;;;;;;;;;;
MgRC_h2W_c6j;51;;;;;;;;;;1,17;1,21;0,00;;0,85;1,12;;;;;;
MgRC_h2W_c6j;52;;;;;;;;;;1,02;1,03;1,17;0,60;0,96;1,12;;;;;;
MgRC_h2W_c6j;53;;;;;;;;;;1,03;1,04;0,00;;1,03;1,12;;;;;;
MgRC_h2W_c6j;54;;;;;;;;;;1,12;1,16;0,00;;1,29;1,12;;;;;;
MgRC_h2W_c6j;55;;;;;;;;;;1,05;1,03;0,46;1,43;0,98;1,12;;;;;;
MgRC_h2W_c6j;56;;;;;;;;;;1,22;1,24;;;0,00;;;;;;;
MgRC_h2W_c6j;57;;;;;;;;;;1,10;1,12;;;;;;;;;;
MgRC_h2W_c6j;58;;;;;;;;;;1,11;1,05;0,17;0,00;0,98;1,12;;;;;;
MgRC_h2W_c6j;59;;;;;;;;;;0,99;1,04;0,00;;1,30;1,12;;;;;;
MgRC_h2W_c6j;60;;;;;;;;;;0,95;1,02;0,27;1,16;1,00;1,12;;;;;;
MKSQ_gEQ_m1j;0;1;1;16318;47;53;;3;3;3;1,01;1,01;1,15;1,15;0,98;0,99;;;;;;
MKSQ_gEQ_m1j;1;;;;;;;;;;1,03;1,03;1,08;1,06;0,97;0,99;2;;;;;
MKSQ_gEQ_m1j;2;;;;;;;;;;1,01;1,01;1,12;1,27;0,99;0,99;2;;;;;
MKSQ_gEQ_m1j;3;;;;;;;;;;0,99;0,99;0,74;1,28;0,98;0,99;5;;;;;
MKSQ_gEQ_m1j;4;;;;;;;;;;1,03;1,04;0,79;1,34;0,96;0,99;0;;;;;
MKSQ_gEQ_m1j;5;;;;;;;;;;1,03;1,04;0,98;1,11;0,94;0,99;0;;;;;
MKSQ_gEQ_m1j;6;;;;;;;;;;1,03;1,03;0,89;1,12;1,02;0,99;1;;;;;
MKSQ_gEQ_m1j;7;;;;;;;;;;1,01;1,01;0,88;1,27;1,04;0,99;1;;;;;
MKSQ_gEQ_m1j;8;;;;;;;;;;1,02;1,03;0,79;1,12;0,98;0,99;1;;;;;
MKSQ_gEQ_m1j;9;;;;;;;;;;1,02;1,03;0,96;1,09;0,98;0,99;4;;;;;
MKSQ_gEQ_m1j;10;;;;;;;;;;0,99;1,00;0,28;1,99;0,92;0,99;0;;;;;
MKSQ_gEQ_m1j;11;;;;;;;;;;1,08;1,10;0,50;1,20;0,92;0,99;0;;;;;
MKSQ_gEQ_m1j;12;;;;;;;;;;1,00;1,01;0,41;2,00;0,92;0,99;0;;;;;
MKSQ_gEQ_m1j;13;;;;;;;;;;1,02;1,03;1,14;1,14;0,98;0,99;1;;;;;
MKSQ_gEQ_m1j;14;;;;;;;;;;1,02;1,02;1,11;1,38;0,95;0,99;2;;;;;
MKSQ_gEQ_m1j;15;;;;;;;;;;1,02;1,02;1,19;1,07;0,99;0,99;3;23;1;;;
MKSQ_gEQ_m1j;16;;;;;;;;;;1,00;1,00;1,16;1,12;1,01;0,99;4;;;;;
MKSQ_gEQ_m1j;17;;;;;;;;;;1,04;1,04;0,80;1,97;1,00;0,99;1;;;;;
MKSQ_gEQ_m1j;18;;;;;;;;;;1,02;1,03;0,83;0,89;0,98;0,99;4;;;;;
MKSQ_gEQ_m1j;19;;;;;;;;;;1,02;1,02;0,98;1,11;0,97;0,99;5;;;;;
MKSQ_gEQ_m1j;20;;;;;;;;;;1,02;1,05;0,57;1,15;1,06;0,99;0;;;;;
MKSQ_gEQ_m1j;21;;;;;;;;;;1,02;1,03;0,59;1,09;0,98;0,99;0;;;;;
MKSQ_gEQ_m1j;22;;;;;;;;;;1,02;1,02;1,18;1,12;1,00;0,99;5;;;;;
MKSQ_gEQ_m1j;23;;;;;;;;;;1,02;1,02;1,07;1,17;0,97;0,99;4;;;;;
MKSQ_gEQ_m1j;24;;;;;;;;;;1,02;1,03;1,18;1,16;1,02;0,99;2;;;;;
MKSQ_gEQ_m1j;25;;;;;;;;;;1,04;1,04;0,92;1,11;0,98;0,99;2;;;;;
MKSQ_gEQ_m1j;26;;;;;;;;;;1,02;1,03;0,57;0,25;0,94;0,99;0;;;;;
MKSQ_gEQ_m1j;27;;;;;;;;;;1,01;1,01;1,31;1,13;0,98;0,99;3;16;25;;;
MKSQ_gEQ_m1j;28;;;;;;;;;;1,00;1,01;0,66;0,88;1,02;0,99;0;;;;;
MKSQ_gEQ_m1j;29;;;;;;;;;;1,01;1,02;0,31;1,43;1,11;0,99;0;;;;;
MKSQ_gEQ_m1j;30;;;;;;;;;;1,04;1,06;0,24;0,00;1,09;0,99;0;;;;;
MKSQ_gEQ_m1j;31;;;;;;;;;;1,04;1,08;0,00;;0,73;0,99;0;;;;;
MKSQ_gEQ_m1j;32;;;;;;;;;;0,99;0,99;0,72;1,62;1,01;0,99;1;;;;;
MKSQ_gEQ_m1j;33;;;;;;;;;;1,01;1,01;0,40;2,00;1,04;0,99;0;;;;;
MKSQ_gEQ_m1j;34;;;;;;;;;;1,02;1,02;0,84;1,33;1,03;0,99;3;41;24;;;
MKSQ_gEQ_m1j;35;;;;;;;;;;1,04;1,05;0,51;1,16;0,99;0,99;0;;;;;
MKSQ_gEQ_m1j;36;;;;;;;;;;1,01;1,01;1,19;0,98;1,03;0,99;3;23;24;;;
MKSQ_gEQ_m1j;37;;;;;;;;;;0,99;0,99;0,59;0,96;0,96;0,99;0;;;;;
MKSQ_gEQ_m1j;38;;;;;;;;;;1,00;1,00;1,10;0,96;1,01;0,99;0;;;;;
MKSQ_gEQ_m1j;39;;;;;;;;;;1,02;1,04;0,29;0,65;0,78;0,99;0;;;;;
MKSQ_gEQ_m1j;40;;;;;;;;;;1,00;1,02;0,00;;0,74;0,99;0;;;;;
MKSQ_gEQ_m1j;41;;;;;;;;;;1,00;1,01;0,91;0,97;0,93;0,99;5;;;;;
MKSQ_gEQ_m1j;42;;;;;;;;;;1,01;1,01;0,96;1,09;1,02;0,99;3;41;25;;;
MKSQ_gEQ_m1j;43;;;;;;;;;;1,00;1,00;0,27;1,48;0,98;0,99;0;;;;;
MKSQ_gEQ_m1j;44;;;;;;;;;;1,01;1,02;1,01;1,16;0,98;0,99;0;;;;;
MKSQ_gEQ_m1j;45;;;;;;;;;;0,97;0,98;0,05;2,00;0,91;0,99;0;;;;;
MKSQ_gEQ_m1j;46;;;;;;;;;;1,00;1,01;0,24;1,39;0,95;0,99;0;;;;;
MKSQ_gEQ_m1j;47;;;;;;;;;;1,11;1,16;;;;;0;;;;;
MKSQ_gEQ_m1j;48;;;;;;;;;;1,01;1,01;0,79;1,08;1,02;0,99;4;;;;;
MKSQ_gEQ_m1j;49;;;;;;;;;;1,03;1,05;0,03;2,00;0,93;0,99;0;;;;;
MKSQ_gEQ_m1j;50;;;;;;;;;;1,03;1,05;0,00;;1,07;0,99;0;;;;;
MKSQ_gEQ_m1j;51;;;;;;;;;;1,06;1,09;0,00;;1,19;0,99;0;;;;;
MKSQ_gEQ_m1j;52;;;;;;;;;;1,01;1,02;0,53;1,75;1,01;0,99;3;55;25;;;
MKSQ_gEQ_m1j;53;;;;;;;;;;1,02;1,04;0,25;1,21;0,94;0,99;0;;;;;
MKSQ_gEQ_m1j;54;;;;;;;;;;1,01;1,02;0,00;;1,23;0,99;0;;;;;
MKSQ_gEQ_m1j;55;;;;;;;;;;1,01;1,00;0,84;1,47;0,98;0,99;5;;;;;
MKSQ_gEQ_m1j;56;;;;;;;;;;1,08;1,09;0,00;;0,40;0,99;0;;;;;
MKSQ_gEQ_m1j;57;;;;;;;;;;1,08;1,12;0,00;;0,96;0,99;0;;;;;
MKSQ_gEQ_m1j;58;;;;;;;;;;0,99;1,00;0,00;;0,98;0,99;0;;;;;
MKSQ_gEQ_m1j;59;;;;;;;;;;0,98;0,98;0,25;1,89;0,99;0,99;0;;;;;
MKSQ_gEQ_m1j;60;;;;;;;;;;0,99;1,00;0,34;0,26;1,04;0,99;0;;;;;
mqze_D9J_Sgx;0;2;2;18067;63;37;1;3;3;3;1,05;1,06;0,88;0,91;1,02;1,03;;;;;;
mqze_D9J_Sgx;1;;;;;;;;;;1,06;1,05;0,89;0,89;1,03;1,04;4;;;;;
mqze_D9J_Sgx;2;;;;;;;;;;1,04;1,04;0,77;0,95;1,01;1,01;3;1;3;;;
mqze_D9J_Sgx;3;;;;;;;;;;1,03;1,03;0,77;0,80;1,01;1,01;2;;;;;
mqze_D9J_Sgx;4;;;;;;;;;;1,05;1,06;0,40;1,77;1,02;1,02;0;;;;;
mqze_D9J_Sgx;5;;;;;;;;;;1,04;1,07;0,57;1,18;1,03;1,04;0;;;;;
mqze_D9J_Sgx;6;;;;;;;;;;1,08;1,07;0,68;1,23;1,03;1,04;2;;;;;
mqze_D9J_Sgx;7;;;;;;;;;;1,03;1,02;0,92;0,92;1,01;1,01;0;;;;;
mqze_D9J_Sgx;8;;;;;;;;;;1,07;1,07;0,90;0,91;1,03;1,04;1;;;;;
mqze_D9J_Sgx;9;;;;;;;;;;1,07;1,08;1,01;0,93;1,03;1,03;3;13;8;;;
mqze_D9J_Sgx;10;;;;;;;;;;1,01;1,02;0,33;1,21;1,00;1,00;0;;;;;
mqze_D9J_Sgx;11;;;;;;;;;;1,18;1,16;0,75;0,71;1,01;1,01;1;;;;;
mqze_D9J_Sgx;12;;;;;;;;;;1,06;1,05;0,34;0,51;0,98;0,98;0;;;;;
mqze_D9J_Sgx;13;;;;;;;;;;1,05;1,05;0,89;0,86;1,03;1,04;5;;;;;
mqze_D9J_Sgx;14;;;;;;;;;;1,07;1,06;0,81;1,16;1,02;1,01;5;;;;;
mqze_D9J_Sgx;15;;;;;;;;;;1,06;1,05;0,81;0,79;1,03;1,03;3;14;6;;;
mqze_D9J_Sgx;16;;;;;;;;;;1,03;1,02;0,95;1,12;;;0;;;;;
mqze_D9J_Sgx;17;;;;;;;;;;1,08;1,07;0,93;1,14;1,01;1,01;0;;;;;
mqze_D9J_Sgx;18;;;;;;;;;;1,08;1,07;0,96;1,03;1,01;1,01;1;;;;;
mqze_D9J_Sgx;19;;;;;;;;;;1,05;1,04;0,93;0,97;1,02;1,03;1;;;;;
mqze_D9J_Sgx;20;;;;;;;;;;1,06;1,08;0,54;0,52;1,03;1,03;0;;;;;
mqze_D9J_Sgx;21;;;;;;;;;;1,08;1,08;0,71;0,82;1,01;1,01;4;;;;;
mqze_D9J_Sgx;22;;;;;;;;;;1,08;1,07;0,75;1,02;1,02;1,02;3;25;19;;;
mqze_D9J_Sgx;23;;;;;;;;;;1,06;1,06;0,83;0,92;1,04;1,04;3;24;19;;;
mqze_D9J_Sgx;24;;;;;;;;;;1,08;1,07;0,84;0,87;1,02;1,02;4;;;;;
mqze_D9J_Sgx;25;;;;;;;;;;1,08;1,08;0,89;0,99;1,03;1,03;5;;;;;
mqze_D9J_Sgx;26;;;;;;;;;;1,07;1,07;0,64;1,49;1,00;1,00;0;;;;;
mqze_D9J_Sgx;27;;;;;;;;;;1,05;1,04;1,04;0,90;1,01;1,01;1;;;;;
mqze_D9J_Sgx;28;;;;;;;;;;1,04;1,03;0,59;0,53;;;0;;;;;
mqze_D9J_Sgx;29;;;;;;;;;;1,02;1,04;0,17;0,48;;;0;;;;;
mqze_D9J_Sgx;30;;;;;;;;;;1,08;1,11;0,00;;1,00;1,00;0;;;;;
mqze_D9J_Sgx;31;;;;;;;;;;1,07;1,11;0,39;0,01;;;0;;;;;
mqze_D9J_Sgx;32;;;;;;;;;;1,05;1,05;0,20;2,00;;;0;;;;;
mqze_D9J_Sgx;33;;;;;;;;;;1,09;1,07;0,61;1,00;0,99;0,99;0;;;;;
mqze_D9J_Sgx;34;;;;;;;;;;1,06;1,05;0,79;0,73;1,01;1,01;1;;;;;
mqze_D9J_Sgx;35;;;;;;;;;;1,07;1,06;0,96;0,97;1,00;1,00;0;;;;;
mqze_D9J_Sgx;36;;;;;;;;;;1,09;1,07;0,89;1,07;1,01;1,01;4;;;;;
mqze_D9J_Sgx;37;;;;;;;;;;1,07;1,05;0,88;1,17;0,99;0,99;5;;;;;
mqze_D9J_Sgx;38;;;;;;;;;;1,07;1,06;0,69;1,42;1,00;0,99;2;;;;;
mqze_D9J_Sgx;39;;;;;;;;;;1,05;1,07;0,45;1,89;;;0;;;;;
mqze_D9J_Sgx;40;;;;;;;;;;1,12;1,14;0,00;;;;0;;;;;
mqze_D9J_Sgx;41;;;;;;;;;;1,05;1,05;0,65;0,85;1,02;1,02;0;;;;;
mqze_D9J_Sgx;42;;;;;;;;;;1,06;1,05;0,83;0,89;1,00;1,00;2;;;;;
mqze_D9J_Sgx;43;;;;;;;;;;1,10;1,10;0,51;0,75;;;0;;;;;
mqze_D9J_Sgx;44;;;;;;;;;;1,03;1,04;0,43;1,21;1,01;1,00;0;;;;;
mqze_D9J_Sgx;45;;;;;;;;;;1,04;1,05;0,07;2,00;0,96;0,96;0;;;;;
mqze_D9J_Sgx;46;;;;;;;;;;1,00;1,01;;;;;0;;;;;
mqze_D9J_Sgx;47;;;;;;;;;;1,20;1,23;0,28;0,69;;;0;;;;;
mqze_D9J_Sgx;48;;;;;;;;;;1,05;1,03;0,80;0,84;1,02;1,03;5;;;;;
mqze_D9J_Sgx;49;;;;;;;;;;1,01;1,03;0,28;0,80;;;0;;;;;
mqze_D9J_Sgx;50;;;;;;;;;;1,08;1,08;0,04;2,00;;;0;;;;;
mqze_D9J_Sgx;51;;;;;;;;;;1,06;1,08;0,13;1,33;;;0;;;;;
mqze_D9J_Sgx;52;;;;;;;;;;1,06;1,05;1,00;1,16;1,00;1,00;2;;;;;
mqze_D9J_Sgx;53;;;;;;;;;;1,04;1,07;0,00;;0,98;0,98;0;;;;;
mqze_D9J_Sgx;54;;;;;;;;;;1,01;1,04;0,00;;;;0;;;;;
mqze_D9J_Sgx;55;;;;;;;;;;1,05;1,03;0,88;1,10;0,99;0,99;4;;;;;
mqze_D9J_Sgx;56;;;;;;;;;;1,20;1,18;0,00;;;;0;;;;;
mqze_D9J_Sgx;57;;;;;;;;;;1,07;1,11;0,00;;;;0;;;;;
mqze_D9J_Sgx;58;;;;;;;;;;0,94;0,97;0,00;;;;0;;;;;
mqze_D9J_Sgx;59;;;;;;;;;;1,03;1,03;0,93;0,87;0,96;0,95;0;;;;;
mqze_D9J_Sgx;60;;;;;;;;;;1,01;1,01;0,00;;;;0;;;;;
mtjb_D8y_apQ;0;1;1;15742;35;65;;3;3;3;1,10;1,13;0,99;0,92;1,02;1,01;;;;;;
mtjb_D8y_apQ;1;;;;;;;;;;1,12;1,12;1,05;0,94;1,00;1,01;5;;;;;
mtjb_D8y_apQ;2;;;;;;;;;;1,10;1,09;0,88;1,35;1,03;1,01;4;;;;;
mtjb_D8y_apQ;3;;;;;;;;;;1,08;1,08;0,93;1,16;1,05;1,01;1;;;;;
mtjb_D8y_apQ;4;;;;;;;;;;1,11;1,13;0,47;1,14;0,97;1,01;0;;;;;
mtjb_D8y_apQ;5;;;;;;;;;;1,10;1,11;0,66;0,62;1,18;1,01;0;;;;;
mtjb_D8y_apQ;6;;;;;;;;;;1,12;1,11;0,82;0,76;1,03;1,01;1;;;;;
mtjb_D8y_apQ;7;;;;;;;;;;1,09;1,09;0,82;0,79;1,09;1,01;0;;;;;
mtjb_D8y_apQ;8;;;;;;;;;;1,15;1,12;1,07;0,90;1,08;1,01;2;;;;;
mtjb_D8y_apQ;9;;;;;;;;;;1,10;1,10;0,85;0,93;1,04;1,01;4;;;;;
mtjb_D8y_apQ;10;;;;;;;;;;1,04;1,06;0,14;2,00;1,03;1,01;0;;;;;
mtjb_D8y_apQ;11;;;;;;;;;;1,10;1,12;0,84;1,01;1,04;1,01;0;;;;;
mtjb_D8y_apQ;12;;;;;;;;;;1,05;1,02;0,30;2,00;1,00;1,01;0;;;;;
mtjb_D8y_apQ;13;;;;;;;;;;1,11;1,11;0,90;0,95;1,05;1,01;1;;;;;
mtjb_D8y_apQ;14;;;;;;;;;;1,13;1,11;0,88;0,79;1,06;1,01;5;;;;;
mtjb_D8y_apQ;15;;;;;;;;;;1,11;1,11;1,05;0,92;1,01;1,01;4;;;;;
mtjb_D8y_apQ;16;;;;;;;;;;1,07;1,06;0,87;0,84;1,02;1,01;5;;;;;
mtjb_D8y_apQ;17;;;;;;;;;;1,11;1,11;0,88;0,86;1,00;1,01;0;;;;;
mtjb_D8y_apQ;18;;;;;;;;;;1,11;1,09;1,04;0,96;1,04;1,01;3;14;13;;;
mtjb_D8y_apQ;19;;;;;;;;;;1,12;1,10;0,99;0,85;1,02;1,01;4;;;;;
mtjb_D8y_apQ;20;;;;;;;;;;1,11;1,13;0,59;0,93;1,02;1,01;0;;;;;
mtjb_D8y_apQ;21;;;;;;;;;;1,08;1,09;0,92;0,76;1,04;1,01;0;;;;;
mtjb_D8y_apQ;22;;;;;;;;;;1,10;1,09;0,95;0,90;1,01;1,01;2;;;;;
mtjb_D8y_apQ;23;;;;;;;;;;1,11;1,11;0,93;0,87;1,03;1,01;4;;;;;
mtjb_D8y_apQ;24;;;;;;;;;;1,11;1,09;0,91;0,74;0,97;1,01;2;;;;;
mtjb_D8y_apQ;25;;;;;;;;;;1,11;1,10;1,01;1,10;1,04;1,01;3;27;13;;;
mtjb_D8y_apQ;26;;;;;;;;;;1,07;1,07;0,68;1,21;1,00;1,01;0;;;;;
mtjb_D8y_apQ;27;;;;;;;;;;1,10;1,08;1,05;1,08;1,00;1,01;5;;;;;
mtjb_D8y_apQ;28;;;;;;;;;;1,04;1,04;1,02;1,00;1,03;1,01;0;;;;;
mtjb_D8y_apQ;29;;;;;;;;;;1,11;1,09;0,42;1,03;1,04;1,01;0;;;;;
mtjb_D8y_apQ;30;;;;;;;;;;1,16;1,19;0,08;2,00;1,04;1,01;0;;;;;
mtjb_D8y_apQ;31;;;;;;;;;;1,07;1,14;0,03;2,00;1,04;1,01;0;;;;;
mtjb_D8y_apQ;32;;;;;;;;;;1,10;1,08;0,60;1,19;1,03;1,01;0;;;;;
mtjb_D8y_apQ;33;;;;;;;;;;1,11;1,10;0,73;0,78;1,00;1,01;0;;;;;
mtjb_D8y_apQ;34;;;;;;;;;;1,12;1,10;0,90;0,95;1,00;1,01;1;;;;;
mtjb_D8y_apQ;35;;;;;;;;;;1,14;1,13;0,49;0,52;1,01;1,01;0;;;;;
mtjb_D8y_apQ;36;;;;;;;;;;1,11;1,09;0,84;1,29;1,04;1,01;2;;;;;
mtjb_D8y_apQ;37;;;;;;;;;;1,09;1,06;0,59;1,06;1,01;1,01;0;;;;;
mtjb_D8y_apQ;38;;;;;;;;;;1,09;1,08;0,88;1,11;1,03;1,01;0;;;;;
mtjb_D8y_apQ;39;;;;;;;;;;1,09;1,11;0,34;1,56;1,01;1,01;0;;;;;
mtjb_D8y_apQ;40;;;;;;;;;;1,08;1,12;0,29;1,76;1,01;1,01;0;;;;;
mtjb_D8y_apQ;41;;;;;;;;;;1,08;1,10;0,77;1,05;1,02;1,01;2;;;;;
mtjb_D8y_apQ;42;;;;;;;;;;1,09;1,08;1,07;1,06;0,99;1,01;3;27;13;;;
mtjb_D8y_apQ;43;;;;;;;;;;1,11;1,07;0,23;1,33;1,04;1,01;0;;;;;
mtjb_D8y_apQ;44;;;;;;;;;;1,11;1,09;0,59;1,29;1,03;1,01;0;;;;;
mtjb_D8y_apQ;45;;;;;;;;;;1,08;1,06;0,49;0,74;1,02;1,01;0;;;;;
mtjb_D8y_apQ;46;;;;;;;;;;1,06;1,07;0,46;1,41;0,99;1,01;0;;;;;
mtjb_D8y_apQ;47;;;;;;;;;;1,29;1,25;0,01;0,00;1,05;1,01;0;;;;;
mtjb_D8y_apQ;48;;;;;;;;;;1,13;1,10;1,12;0,95;1,02;1,01;3;27;13;;;
mtjb_D8y_apQ;49;;;;;;;;;;1,11;1,12;0,74;0,83;1,04;1,01;0;;;;;
mtjb_D8y_apQ;50;;;;;;;;;;1,15;1,15;0,01;0,51;0,94;1,01;0;;;;;
mtjb_D8y_apQ;51;;;;;;;;;;1,12;1,16;0,34;0,03;1,07;1,01;0;;;;;
mtjb_D8y_apQ;52;;;;;;;;;;1,09;1,08;1,09;0,79;1,00;1,01;0;;;;;
mtjb_D8y_apQ;53;;;;;;;;;;1,11;1,10;0,29;1,51;1,03;1,01;0;;;;;
mtjb_D8y_apQ;54;;;;;;;;;;1,15;1,14;0,07;1,38;1,02;1,01;0;;;;;
mtjb_D8y_apQ;55;;;;;;;;;;1,11;1,06;1,04;0,89;1,00;1,01;1;;;;;
mtjb_D8y_apQ;56;;;;;;;;;;1,08;1,08;0,08;0,76;1,02;1,01;0;;;;;
mtjb_D8y_apQ;57;;;;;;;;;;1,24;1,23;0,01;2,00;0,99;1,01;0;;;;;
mtjb_D8y_apQ;58;;;;;;;;;;1,03;1,01;0,85;0,25;1,09;1,01;0;;;;;
mtjb_D8y_apQ;59;;;;;;;;;;1,06;1,07;0,42;1,10;1,05;1,01;0;;;;;
mtjb_D8y_apQ;60;;;;;;;;;;1,06;1,06;0,64;0,84;1,05;1,01;0;;;;;
n9fP_Evc_oJ7;0;2;2;12999;58;42;2;3;3;3;1,13;1,10;0,92;0,98;1,03;1,04;;;;;;
n9fP_Evc_oJ7;1;;;;;;;;;;1,11;1,07;0,86;0,93;1,04;1,04;2;;;;;
n9fP_Evc_oJ7;2;;;;;;;;;;1,09;1,06;0,48;1,08;1,02;1,04;2;;;;;
n9fP_Evc_oJ7;3;;;;;;;;;;1,10;1,08;1,01;0,78;1,04;1,04;3;8;9;;;
n9fP_Evc_oJ7;4;;;;;;;;;;1,07;1,07;0,19;1,43;0,88;1,04;0;;;;;
n9fP_Evc_oJ7;5;;;;;;;;;;1,21;1,16;0,20;0,90;0,95;1,04;0;;;;;
n9fP_Evc_oJ7;6;;;;;;;;;;1,13;1,08;0,46;0,93;1,04;1,04;5;;;;;
n9fP_Evc_oJ7;7;;;;;;;;;;1,11;1,08;0,70;1,35;1,78;1,04;0;;;;;
n9fP_Evc_oJ7;8;;;;;;;;;;1,12;1,07;0,65;1,05;1,02;1,04;4;;;;;
n9fP_Evc_oJ7;9;;;;;;;;;;1,07;1,04;0,85;0,97;1,09;1,04;1;;;;;
n9fP_Evc_oJ7;10;;;;;;;;;;1,00;1,01;0,29;0,65;0,94;1,04;0;;;;;
n9fP_Evc_oJ7;11;;;;;;;;;;1,18;1,16;0,58;0,52;1,04;1,04;0;;;;;
n9fP_Evc_oJ7;12;;;;;;;;;;1,02;1,05;0,52;0,54;0,96;1,04;0;;;;;
n9fP_Evc_oJ7;13;;;;;;;;;;1,16;1,11;0,75;1,23;1,02;1,04;2;;;;;
n9fP_Evc_oJ7;14;;;;;;;;;;1,18;1,11;0,98;0,91;0,98;1,04;5;;;;;
n9fP_Evc_oJ7;15;;;;;;;;;;1,14;1,10;0,96;1,00;1,06;1,04;4;;;;;
n9fP_Evc_oJ7;16;;;;;;;;;;1,12;1,07;0,83;0,88;1,01;1,04;4;;;;;
n9fP_Evc_oJ7;17;;;;;;;;;;1,15;1,12;0,59;0,90;1,03;1,04;0;;;;;
n9fP_Evc_oJ7;18;;;;;;;;;;1,13;1,08;0,76;1,08;1,03;1,04;4;;;;;
n9fP_Evc_oJ7;19;;;;;;;;;;1,16;1,10;0,86;1,08;1,01;1,04;3;25;13;;;
n9fP_Evc_oJ7;20;;;;;;;;;;1,11;1,13;0,52;1,90;1,02;1,04;0;;;;;
n9fP_Evc_oJ7;21;;;;;;;;;;1,13;1,08;0,68;0,64;1,05;1,04;0;;;;;
n9fP_Evc_oJ7;22;;;;;;;;;;1,12;1,08;0,42;1,02;1,03;1,04;3;25;13;;;
n9fP_Evc_oJ7;23;;;;;;;;;;1,13;1,10;0,95;1,02;1,03;1,04;3;15;1;;;
n9fP_Evc_oJ7;24;;;;;;;;;;1,11;1,08;0,84;1,20;1,00;1,04;4;;;;;
